snid,mean0,sigma0,weight0,mean1,sigma1,weight1,mean2,sigma2,weight2
6530,2.0153467700693573,0.7353210008440783,0.13849842580083327,9.033687532200474,0.7868555294312679,0.5144786716315146,7.0491753000777555,1.159276075437558,0.3470229025676469
6558,1.9396349888510478,0.6791343998474312,0.3484461368047849,9.136805522304439,1.3003373810980685,0.34033674397718305,6.173004761183999,1.8602452243949852,0.3112171192180318
6936,4.974346764759133,1.076562296029792,0.2942192705113045,8.492373843006698,0.9689188950678175,0.11373220415566133,2.4458693027668024,0.61773491865969,0.592048525333038
6962,6.8456289876056795,0.6235097829451292,0.548727828961911,6.020867965024353,1.2702798593679783,0.1633553975248347,7.919010783080864,0.7332729377569558,0.28791677351325257
7147,10.470706708338085,0.5893792415658783,0.43542710664913936,2.029823543114824,0.8196510721478362,0.2947113403266756,9.13775585009312,1.0788186278264604,0.2698615530241842
7600,1.6896700828618736,0.6936723875136921,0.28136966317579554,9.316304080367445,0.7394679547796079,0.4619095281902456,7.565435322242993,1.435920552063749,0.25672080863395547
7876,4.348172386642272,0.4887421120394841,0.2854575649726721,3.323625598951145,0.42953467056622224,0.4037766293758525,2.3487231015489853,0.5014217266442048,0.3107658056514724
8213,9.12999628633861,0.8194318957931855,0.4770313362830506,1.7479615063340352,0.6612755361468786,0.24634881070744225,7.04940155984929,1.3613673874730376,0.27661985300950254
8254,3.738107986379223,0.5974390750688304,0.3262326684672209,5.078453203825024,0.719623151261876,0.3299993097754298,2.3532571197507375,0.5797701975726604,0.343768021757349
8555,4.277327080382696,0.37036859695380997,0.4144757290403759,3.238050016233423,0.6022270151656145,0.17001817533789196,4.902812592791107,0.37703323720624693,0.41550609562173124
8719,1.7506118975832556,0.41446253130841926,0.3858250542894924,4.021397712867484,0.6104550915485557,0.24993205920467085,2.8287322788160925,0.47468556907670933,0.36424288650583386
8921,3.3951539395336177,0.7672899817280484,0.425732945557846,5.45102253926695,0.8121265428212354,0.3505149155596015,8.040563425141174,0.890576493777866,0.22375213888254766
10028,5.385480900662026,0.580029977007101,0.22236046394582912,6.224110652953556,0.3884540062921315,0.4282823224130108,6.948062933198636,0.4514771428852232,0.34935721364115846
10805,4.103909981153605,0.7266174620275765,0.3718665091709323,2.242039509961348,0.7180401802738026,0.33294021743424607,5.9142034350437385,0.8568075403558729,0.2951932733948174
11172,4.773617976662592,0.2512167304089277,0.4004899540377781,5.190812559025088,0.22802545093574889,0.4781032507035387,4.24877617304737,0.6026911334241566,0.12140679525868614
12860,7.660674231612511,1.2573353820602662,0.2356438653563098,5.57012450447758,0.8666257555626522,0.5176477895195339,3.8702251449402802,1.1002124822097052,0.24670834512416065
12898,6.338682229238481,0.38082321884973475,0.38831806850389633,7.012140148690692,0.27698435586486636,0.5026156606471059,5.686931409787374,1.4112805740949956,0.1090662708490006
12950,1.7623359447546463,0.2869428213986165,0.38229471808179827,2.253425463528236,0.2711916548885725,0.4229332234220511,2.8427148580454666,0.42918792224902674,0.19477205849614357
13135,5.505120655313565,1.063675815521091,0.4705859729162398,2.5409132754126613,1.0132574300854127,0.28742199819083414,7.879145150555262,1.4217743630395423,0.24199202889291876
13354,2.0528942540628328,0.8763933900052512,0.24423954833937248,5.917261108796247,1.1986072792548663,0.460138566860544,8.197632071358958,1.213857091916803,0.2956218848000795
13736,4.227149266206591,0.8971418520970323,0.2461128033910281,1.7063116964612746,0.46798154768946937,0.4247267548750579,2.934614232071192,0.5834455535637035,0.3291604417339127
13896,4.133901211189997,0.7342878857020927,0.40626339921399923,5.447275330715596,1.0777796841540201,0.2649542481208015,2.453630587328599,0.6788789251849826,0.32878235266519945
14279,1.8390543409689486,0.6653490349797808,0.26148462140097223,8.702353572767645,1.0904671098307848,0.48004420729465724,6.097262558006015,1.8386285255227104,0.25847117130436875
14284,6.134633642729771,0.7683237983411672,0.22041651574359897,4.3548674021671046,0.6357787320884883,0.3606298198948955,5.067671109646858,0.5407842993900595,0.4189536643615104
14377,6.759447693249159,0.8384488215648048,0.4500702810889593,2.138926993784785,0.711101976908162,0.31026400599688797,4.691726025529832,0.9231582102735951,0.23966571291414573
14421,4.774692092540303,0.5366133632572678,0.3798779233812192,5.660595446934237,0.5445000409674955,0.4572443225782178,5.992912520812489,1.180573432966835,0.16287775404055882
14437,8.136630917403366,1.2635808421766161,0.34750066676219454,1.8342709146976437,0.7878730221641006,0.19339246570946447,6.151961225226366,1.3101415238144478,0.4591068675283319
14784,3.754566406475075,0.5696666484358107,0.4001997446157014,2.303638661196558,0.6168411885448473,0.29620223675626894,4.766192493684904,0.6836087506222263,0.3035980186280229
14816,2.057735691613302,0.773215808841605,0.19232008776879936,9.724005039662615,0.8999382693814479,0.48388287063512925,7.473488818619646,1.331031065448942,0.3237970415960615
15129,4.451707550377724,1.0300120856864976,0.32804004628053995,1.8109650205216568,0.6604358869619317,0.3247814302836724,6.199343180942244,1.1371816142959374,0.34717852343578154
15136,3.959751891388547,0.6519602389421141,0.36631920848523364,2.2654927753438594,0.76963202755957,0.2471822307592817,5.374354631334343,0.6650636862566731,0.3864985607554791
15234,5.397185081500603,0.8705667641370198,0.4923725792324552,3.031695226943083,1.0360974148031312,0.23054744878898223,6.437872419591989,1.3123102108794473,0.2770799719785541
15301,4.7916484731491,1.0818458466444596,0.4173992012029019,1.9015759164712331,0.7203593418365917,0.3233659950687982,6.873517520062566,1.3923455857955316,0.2592348037282976
15365,2.5535058027894664,0.8199789569468093,0.1878682147718847,6.791136656721235,0.5465668348406068,0.6268909147312198,4.914864541960336,0.7680902109468172,0.18524087049688512
15421,3.7622400606408872,0.9067400019470431,0.3412927456139398,1.9949980707665518,0.561125521399011,0.49984938433171805,5.471148104263526,1.5712150466824255,0.15885787005433263
15425,9.554791717161091,0.7365235584803262,0.4986169125529761,1.8584535528609203,0.7298175526539653,0.24478098331115297,7.948997893972851,1.3096871167563664,0.2566021041358656
15443,4.395412253307105,0.8486106447092644,0.18875661380091216,5.682760100145963,0.4503604966641587,0.603835600660407,6.393088686427057,0.8014238659698617,0.20740778553868397
15461,1.8060445095746867,0.5006266053693569,0.3248868673820861,3.023340450713814,0.5290031421106979,0.34857065312333513,4.123414218314612,0.6609444862817321,0.3265424794945767
15648,2.386300306848401,0.8743447058570359,0.3075214249622187,6.926676253299663,1.3520456120038382,0.24666263003828734,4.813613794659395,0.9521666486631997,0.44581594499949884
15866,6.248088393798847,1.3599410386723247,0.34502033605746,8.558082093983487,0.9844149807270758,0.4523215014357761,1.6291304458720108,0.6782390067332348,0.20265816250675017
16021,3.1628175275521477,0.613217241300188,0.345791621161383,1.9585747172617116,0.3945196165817331,0.48932780347648885,4.745455392497586,1.183276350276711,0.16488057536212508
16069,4.366711634566574,0.698478928199667,0.46755691046767206,5.820878088069462,1.33345861755461,0.14833120703254513,2.7847626041386944,0.6688358397289034,0.3841118824997816
16073,5.990350055727291,0.8239127978986209,0.46538545779055546,4.4337346417692745,1.0978495954515006,0.2554789960943273,7.442813336992107,1.0567486308990266,0.2791355461151173
16116,4.268110220576808,0.6367138147473412,0.3534083317580622,2.057933647575128,0.5185470537754667,0.2875911065401374,3.197971463616236,0.5063748751008978,0.35900056170179845
16163,7.710350494902433,0.7129341008056618,0.3802125718257717,4.607716097594875,0.6500905110549542,0.08129322878690394,8.98769274548887,0.5024555616407838,0.5384941993873318
16185,5.059322247466587,0.9946376831884499,0.259029296450782,7.297687265377573,1.083153399791143,0.24976561809204736,6.299973722235463,0.7338600328765833,0.4912050854571733
16206,8.43391416886243,1.0748480412530628,0.39317924426032225,1.6497583523861787,0.6974640154474903,0.20208439216635918,6.678808734074893,1.6041530254299152,0.4047363635733114
17168,2.285883092123503,0.5920383145858291,0.2489805774091704,4.590464249679906,0.5400128294182136,0.38267363504789564,3.6127291144374025,0.5179017260901355,0.3683457875429341
17186,4.5878965596875325,0.49376172483773006,0.42389283085608453,5.256540334313332,0.5619481502872283,0.3688458384847473,3.1947053418536697,0.6901516639210689,0.20726133065916771
17206,5.543820960185071,1.334481059389446,0.4055855612365275,7.985155914121454,1.2825343838315086,0.321319762910088,1.791004971390324,0.6899400822118996,0.27309467585337693
17218,4.434098163976492,0.3711366187320423,0.37685089889919204,5.067649001870815,0.3462652079526145,0.45561585808989474,3.4511816193797897,0.5825811583718805,0.1675332430109104
17695,4.06917562780029,0.5175047893242393,0.3492356687382907,2.0325837058206573,0.4878474493352376,0.2626961305554061,3.085999377898399,0.4444189240451702,0.3880682007062986
18375,4.569687389761066,0.9008535788488663,0.3213786835312384,2.177092347355922,0.8072921193458182,0.312797071104885,6.801076850857195,0.815147177375986,0.36582424536387576
18602,2.6142747286704404,0.7698488888291849,0.26225332722455597,5.5759950356871935,0.9165675322537039,0.3464019812204217,4.395400833866238,0.7279791942636425,0.39134469155501744
18604,9.107464175550309,0.8553609713498488,0.5014715654741584,1.8532933383124597,0.6967065263748962,0.18709422012985433,7.007297728727875,1.2603464250070453,0.31143421439598096
18612,7.144106387503508,0.9528163267878077,0.45350244266554945,2.070230342122004,0.7967274511029617,0.2851634817630789,4.788439090644344,1.0077097726190702,0.2613340755713683
18650,2.246159807263123,0.4198172997801974,0.3311855192155338,1.4281456441212024,0.24754530292061397,0.5652893659244447,3.486116470221059,0.8727279184325425,0.10352511486002458
18697,9.067609774910155,1.0906369536312108,0.27036427093965526,2.732824758432565,0.7658892469447867,0.45206447516383896,5.6740773916748894,1.1987597045448009,0.27757125389650106
18749,6.141236187774334,0.7628103477566703,0.3479093554721434,4.513323356694116,0.8358695109472525,0.35662960606361,7.821285947063305,0.8460421259414822,0.29546103846425265
18804,4.06561549339708,0.6630544084844394,0.30190691044823925,2.8564305812729534,0.4959024830606095,0.34061576528526244,1.783282736152898,0.42044762840593025,0.3574773242664942
18835,6.679958830206046,1.8363065904643416,0.31115714495176655,1.8133307818617668,0.7477830289431914,0.29508574494320067,8.975141053598236,1.1116337859662528,0.39375711010502484
19155,2.1556132099094056,0.6244688562237363,0.5788806629146765,7.334805052566153,1.963462832509114,0.1032658469347596,4.4233362697858105,1.1167117178229278,0.31785349015056
19353,4.485234640399234,1.2499090897561462,0.3896880925854665,1.6081938716791457,0.6069821700197412,0.3536075483426157,7.154155625981218,1.3885079269822316,0.2567043590719183
19772,1.5808037651566005,0.6308698095953945,0.2826645838519375,9.376322748271617,0.7928432005469626,0.5588121172788949,6.856892090302415,2.023844602802599,0.15852329886916486
19775,2.2841593048695747,0.43533344635761234,0.6713405406441854,9.121857112620638,0.8731157911063604,0.2589002901598527,4.476267990191779,1.2818217700133847,0.06975916919593785
19953,4.412291733307857,0.7009971014141246,0.29145328524326813,3.193237166356863,0.5248560578891889,0.35243503253445224,2.0855215564499368,0.4948485574877211,0.35611168222227585
19968,8.880306337117062,1.4680157802342508,0.2575967998551422,2.0331197046091845,0.8228608367245677,0.2549146725308017,10.753347494750608,0.7846192154370675,0.4874885276140535
19969,4.260765701019803,0.5175239620885128,0.3724071821296509,2.88015428644977,0.7093144512853614,0.21961559546110457,5.2292023300766175,0.505290567600641,0.40797722240924356
20048,9.363241968731925,0.7120561712099723,0.48070910965829955,1.6755512780991222,0.6886845654663623,0.27370165534038793,7.733598604093599,1.3996267133423486,0.24558923500131702
20064,6.922200623468786,1.9129018754905738,0.2535796152728302,9.291951162805093,1.051059109253702,0.39886131036549605,1.874845927105736,0.6506352457077986,0.34755907436166067
20084,4.861921127169299,1.2689160299017004,0.15482484368884913,8.626431613670064,1.1825864612565244,0.1370670769075535,2.1368054571363393,0.56761878300492,0.7081080794035948
20125,9.948677281368665,0.5668239857933431,0.5871413863107311,2.258528868042673,0.7813603781158608,0.13540560917568212,8.264833278527052,1.0023103557909787,0.27745300451357996
20528,9.636907102607514,0.8168340139713002,0.4735467799489282,1.8142931148011248,0.7247942353772342,0.26415610570816656,7.664041869447473,1.402092980054828,0.2622971143429033
20545,5.668422751393252,0.5314035193538851,0.5061079191963421,2.6608365641406033,0.8519789627436497,0.14404128249243014,4.49625627544768,0.5980316567558465,0.34985079831123034
20575,9.071418537011033,0.7084496054034486,0.4885227281687428,1.8349449093847732,0.6763841776723002,0.2152666340047135,7.414841976510778,1.2119082215920145,0.29621063782653984
20625,4.427160674681247,1.1751081446396443,0.25659938949759425,2.109059152567594,0.5869007080727731,0.6133121193667624,8.116207405268163,1.401606026999704,0.13008849113564233
20764,8.695446084394893,0.884986203804711,0.27474427772386917,2.3976260999372996,0.7151118776663596,0.11737744988901302,9.99527070290485,0.4982501429699775,0.6078782723871178
21034,2.1114657619010586,0.5140427050861416,0.312334556046546,4.494197216608067,0.5393018340872022,0.34547402954813544,3.333880609039438,0.49030541580136894,0.3421914144053208
21487,5.810284655596207,0.41586671044334816,0.5457104264811697,3.22896257168761,0.9605168964092262,0.11902375810708864,4.877078026382682,0.5236644122461077,0.3352658154117406
21502,8.935739089117995,1.2279186768147605,0.3922417356283137,1.6770814640044818,0.6442859909718959,0.2434907876163383,6.181734700296413,1.5740700390582347,0.36426747675534954
22075,2.0355505846007236,0.9300660687690567,0.2161705998330959,5.958622709419619,1.2931265501860885,0.3304898689614526,7.6157988571601845,1.191275338323472,0.4533395312054496
