slope,intercept
-0.04351530466182807,0.15831365532897249
-0.06431503212171195,0.28225608946563113
-0.07447530001860327,0.3465250402578035
-0.09516781931303839,0.4138923990257507
-0.07899729745402692,0.3359912906247604
-0.05967650915864524,0.25382407301038196
-0.04712497867030935,0.18823424071206912
-0.023269138907182844,0.08375012708538324
-0.029941529506487596,0.10089431215766036
-0.005988179642651172,-0.019216471382803163
-0.062422657115307215,0.2704230420479673
-0.09050629817606415,0.39051563138102785
-0.09822425805726241,0.4029349258342061
-0.08668653963896954,0.3511691517403912
-0.11538067620742054,0.476078250904106
-0.10503430140701948,0.42170956763822676
-0.08812473398507024,0.35540855640106334
-0.07837140074613923,0.30885047024815726
-0.09230780389932439,0.33248471428223103
-0.09164942035759228,0.3399073971186347
-0.09103927784777649,0.35432835411300223
-0.10493774752823085,0.43822134278880237
-0.0790629499031311,0.3250490198057794
-0.07966648778661287,0.3487763860974147
-0.0467547392896017,0.17666231892463471
-0.0428889749999879,0.16870003908314185
-0.038257305198861016,0.12851039121748065
-0.0597274541969951,0.2445362508659699
-0.05631851968961026,0.27246738289380273
-0.05436979047366858,0.22416414272472446
-0.07030427944936977,0.28768463148059314
-0.0919246187144372,0.39085471514083087
-0.10401733637357029,0.44746400008686743
-0.1010156453465408,0.4346917759446267
-0.10217117941852717,0.4268387577741591
-0.11677115855635539,0.5069474063044664
-0.10809196847058138,0.48537673631472833
-0.08991487322235048,0.38591608670919914
-0.10623910779769326,0.45285679962295544
-0.10146915283373521,0.4467640641951934
-0.08531762346401656,0.363370861230747
-0.06635630029784209,0.28709273551219405
-0.05202825564957451,0.20934123461983484
-0.05635664109889433,0.22904374532491795
-0.02417461738195407,0.07104941547667823
-0.03000097542560512,0.11851488362147858
-0.0257865933620108,0.10324274229727029
-0.04409280544662131,0.18390348596600584
-0.0828891658101047,0.3475204673453089
-0.062154355743651066,0.27986578318723865
-0.10112629626204836,0.42678125184359916
-0.09371765040106653,0.37960965584742934
-0.08630858428903711,0.3473596212089066
-0.06000674238743261,0.22358312297959945
-0.09566173023687763,0.39524229881125456
-0.08201288286830966,0.35218211459315263
-0.08311706612222032,0.3605953777176626
-0.08289597459321642,0.3304908362022256
-0.14098543677641812,0.579096595537582
-0.14652814826587252,0.6101188462812436
-0.08299313869915773,0.32653436882559067
-0.1074872510374449,0.4520213919506986
-0.060077375915524325,0.24214125262849634
-0.03821815198750847,0.15614453617289858
-0.061685755485312924,0.267527462881904
-0.09192016400540283,0.3948093576263067
-0.10904740894845398,0.43042437293960834
