OLS,OLS_c,Bootstrap,Bootstrap_c,LINMIX,Chi2
0.04204747014229,0.0887123298028169,0.028785823198678933,0.06082895370451062,0.10919932925703042,-1.23935518792605
0.18650824136311572,0.4032859930766562,0.12864220480768776,0.26219753903553633,0.31888960999298316,-0.05350305435190052
0.10796584256790746,0.2051253727023497,0.07210713576013415,0.13644982991890417,0.20614279573113162,0.20122184873585874
0.11827925932937738,0.24140631289813347,0.0762565727156631,0.15832318242835816,0.17546464807959775,-0.07961349316306224
0.40785093368677205,0.8295734874182207,0.2736355524816522,0.5581664546954265,0.8283265921109512,0.7404543021641279
0.05659022450024617,0.10558416311181211,0.03859963797223817,0.06846288972346959,0.10303178283436185,0.19955500064107065
0.08254120117558053,0.18987594363422128,0.055174344137884454,0.1217379062168965,0.1761180779065831,-0.19080127560132595
0.10819454427192114,0.22374268455170604,0.07779590431713211,0.15061331846179787,0.19052600556795396,0.7318804906262162
-0.0210051813612474,-0.04621365739563689,-0.011357180376463511,-0.02557901459516299,-0.07873021521160295,0.08864630551703342
0.004754858386931869,0.007941656838604098,0.004768828932106121,0.008418722082846077,0.008000832453516215,-0.10236682562787291
-0.04095377700379698,-0.0775052041414383,-0.02956153527805356,-0.05511220197796148,-0.06648191432063769,-0.9441318160757366
0.09810606572698614,0.20055475570006148,0.06988290893756008,0.13503858979036296,0.1754582874807224,0.0002084576250958592
0.20596037214493018,0.38546841664820286,0.14721039439238318,0.2672663313816132,0.35457434782150654,-0.10812667734449286
0.15441972586310823,0.33330669546804703,0.10980411653602476,0.22181222762544425,0.27306409646436863,-1.3558992327470303
0.04304323508777112,0.07394645395157051,0.03369441125747187,0.05696274150617572,0.07910239158843071,0.226370960457344
0.06960886183900987,0.17356956812167662,0.0458029985531308,0.11128855496244738,0.17015857286601613,0.01872758716765445
0.18647877504071592,0.41246684442395637,0.12196217672406115,0.2740515003244935,0.5363946650580006,0.16461205219688602
0.2716533641901053,0.6933511777498281,0.16764717929941422,0.45443753926169395,0.99687262379083,-0.08922341474007596
-0.026870658878348413,-0.0591818490895909,-0.018212062691421203,-0.03882162400807676,-0.05701963343119853,0.21440197576098086
0.24191831962479923,0.5891962346050971,0.15324161223636737,0.3728100092854652,0.6140880070690544,0.126045490573845
0.05593654461705879,0.10639254745175718,0.03887403430854782,0.0707408472107631,0.1083392259234902,0.08051781784631727
0.12704052320660209,0.2697024810707241,0.08601698378119935,0.18519205636719183,0.32923699429103176,0.07084344795106629
-0.018453386528787107,-0.039908947390516945,-0.01451836677911698,-0.029319430704255276,-0.036221938035526605,0.07638280443679075
0.22423276003738418,0.4292672831107093,0.15034136965315004,0.290583003725939,0.44167943101811674,0.10942039409215915
0.1247548786327155,0.2938901019278724,0.0829259144959542,0.18696257149356155,0.2822276216162142,0.3943889911297163
0.16029431174155584,0.34285759305261476,0.11203798228857469,0.22986243056085243,0.3028938926352535,0.07445886816893563
0.08012283795883993,0.15319785051117493,0.048930823171070156,0.0990263955228673,0.17197247366684612,-0.050721325369747286
0.18859432511119223,0.3471845893863944,0.12628043740356432,0.24049661954208018,0.42040742409464804,1.8256018102471332
0.2326311486307552,0.48003626572778635,0.15464586814656275,0.31556077129154075,0.5082139364219762,0.21659199997959327
0.11164403038891296,0.23729629222762602,0.07456875551349304,0.16044023989898293,0.262736065726451,1.1574997683209727
0.1289816597560445,0.2784718691080128,0.08482044992447987,0.18904761256322306,0.31656808100414835,0.046673867447233126
0.12346523820063915,0.26512609627040523,0.07720123679920451,0.17226181805320376,0.27423888261471285,-0.17159638150270579
0.2476001008930329,0.4576879521416006,0.17448372418131808,0.31445087163705476,0.4048433370092076,0.45142501980077376
0.19460773494636385,0.38874045545848634,0.12416063127253059,0.2643009070636963,0.44282621840085107,-0.171565295442445
0.2993149483301983,0.5441477576774396,0.2067032143349339,0.372047200875757,0.5906591693730188,0.15306897947792625
0.14397173811529593,0.2631547399977584,0.10426882304894716,0.18055947949410825,0.21787042745505045,0.024306250040025762
0.1301406752244164,0.28238661624802824,0.09215173125320567,0.188771524970444,0.26129670502259295,-0.19984687782935384
0.11695320254715774,0.21896412591879863,0.0794822316984863,0.15044625209779203,0.21588945973335982,0.04441050736309131
0.09748490739902264,0.1734037747199581,0.07035736228885388,0.12344382801887217,0.18367412918538709,0.23259150822204266
0.11025206855269638,0.2130886421481899,0.07441958582834564,0.14440982843279754,0.22773964513505607,0.08570174955234752
0.16227864625630012,0.36547030093154215,0.10626109356844742,0.23110195350006274,0.31849763723564745,0.020569388258934493
0.11375721076993008,0.21292784084828695,0.07821534744983691,0.1456870679758499,0.21887846758427848,0.017863907644765656
0.07794796879880686,0.13338739575839179,0.053527654691524804,0.09096128523675814,0.11852239052526765,0.4663712206975702
0.214807626532844,0.4824490956771179,0.1370874250448702,0.31539725676082486,0.5940689382584526,0.33003249165748494
0.24913210591449414,0.525558814924979,0.15967898943485465,0.340960723367587,0.5013318858264023,-1.123832436050919
0.19031783642659766,0.3995080829031185,0.12535053625176362,0.26456346832836275,0.4342158546274753,-0.03014188544560542
0.19515494407041092,0.4087071388274191,0.13147875459856068,0.27091080466801676,0.3858470735160612,2.2764338593847055
0.20201385693306143,0.5727249914855356,0.12408413577877983,0.34739675172860457,0.5196289058670601,0.25783610177324257
0.1853999676144297,0.3895024954701931,0.12000682011801063,0.25691854588620106,0.4442238757035138,-1.280627661799128
