OLS,OLS_c,Bootstrap,Bootstrap_c,LINMIX,Chi2
0.0995647461852897,0.20214172383860424,0.06676619936879814,0.1377979614908974,0.2298511328002683,-0.29010205676868434
0.428424401032426,0.9722672409117539,0.27186572949571125,0.6294646115050518,1.0878291382607643,0.015424461585850702
0.11687754628126606,0.2649219869189658,0.06940521064566728,0.1719902884706279,0.5108991846558587,0.4484850679560376
-0.07210052135510013,-0.17200013450042562,-0.04589904869534363,-0.10746051520871933,-0.15073751672686858,-0.17616959064186746
0.0980010479070325,0.25133854056683524,0.06514494364155182,0.15952737138238765,0.1955916285872508,0.10486210532470558
0.14203884856071192,0.31464808873533207,0.0895766828825072,0.19587119370989167,0.3053230252067653,-0.2091971800596807
0.09113655992942496,0.19395661773558284,0.0629523623177469,0.13064382522538417,0.20762529517215467,-0.11186517329619841
0.17628675248932527,0.33061886901761145,0.12489425979783529,0.228572563759082,0.3099485950927209,1.7225959115733742
0.18034626779697052,0.3671867441358717,0.12270202380679526,0.24841633191779336,0.35904412106602873,-0.14481242695501637
0.1645257837848788,0.4234254569228724,0.10688850940300192,0.26297982247048446,0.3400442580284578,-0.26764071403066186
0.3002980048567435,0.6514025066681443,0.18868246174964173,0.4288499624915801,0.8189960868693756,0.7493910179578875
0.20967674692861185,0.41474226446525964,0.1494840013014179,0.28414412593190574,0.39084478149945573,-0.12649729924834902
0.14092773266038444,0.24322652009383997,0.09897928904680708,0.17065492481894462,0.24059796836244007,0.29035793643202257
0.3335743035831237,0.6746846458699565,0.21318068736690327,0.4475330358722795,0.7918158730114667,0.10852932809492216
-0.039930431626586,-0.07876989344251312,-0.026135929100732803,-0.05379222987115055,-0.10540787722877562,-0.13901848154439633
0.029103209290493304,0.06024438416898418,0.0169225804913339,0.035537672430801304,0.08355677605088134,-0.06340097107868965
0.5341570352921776,1.0721090789743952,0.3452975554643349,0.7222358069195978,1.118496564022957,-0.022787821603851233
0.09723206388641356,0.22516229700584317,0.059291798896653175,0.1449855679505378,0.2480774643005526,0.24639755273057762
0.21280760417699465,0.4390229448365476,0.14279790610489482,0.2973340338307718,0.47388545257866793,-0.1550425167843757
-0.09633233814355027,-0.21006764704999745,-0.06688225200078475,-0.13908560165560718,-0.16767237760280881,0.03842730160305928
0.06732589343845773,0.12453464283811948,0.046284872096601405,0.08418116395681297,0.08446238379021852,1.4094793510934955
0.0712907272319917,0.13642199307483185,0.046920682633909735,0.09093428142534563,0.1459416512212879,-0.10451154150861271
0.01649777558891801,0.03130422999227603,0.00892020180953834,0.016013625319969797,0.06934096542669452,0.2569470110104513
0.16689539249084398,0.315037051487691,0.11479516021386038,0.21271602818931343,0.30405160994216646,0.031067800190595227
0.011242442804234939,0.026356748841237898,0.005954094765357625,0.014495259465649704,0.013873618024887744,0.3359539536257386
0.18637766217838272,0.34510604258072,0.11930256691338512,0.231050884240698,0.5052860769970351,-0.36692388040632734
0.14575943853866283,0.3176817651612218,0.10265516728444159,0.2123033185351382,0.28664115425408354,0.2915603721955358
0.16098242167409477,0.36128394603682124,0.10106679370498169,0.22594134301649774,0.3672274042388502,-0.12180744529860779
0.10185791033714496,0.2266518905530539,0.06884273620342177,0.1469599960906057,0.18650079563519725,0.06809879858484907
0.2900133292266439,0.6183608357025082,0.19227783040642754,0.4110562974635173,0.6411245357229995,0.18241288896807634
-0.0043805244717321674,-0.011352954738327684,-0.003894803824618217,-0.009932053912144944,-3.958067731021586e-05,0.18187770193587444
0.024489628948504618,0.050324356454526355,0.016823795634944672,0.035008084725700585,0.03789727442599609,0.1078580313477511
0.17896882849816292,0.3000115402912681,0.12445231047716188,0.21818735642661824,0.40014223128100385,0.14814138493129897
0.25404952310643764,0.4982866973778532,0.17258150243134304,0.3338875399463333,0.5233551134396652,-1.0174307522445056
0.1647345606537444,0.4013754982915845,0.10688693996344453,0.2561207918946894,0.3951455198641842,0.002049122650899085
0.05378929644991088,0.11563755101266507,0.0353516074094175,0.07566821046515577,0.11757162829856053,-0.07245129601576299
0.015530586392986307,0.041472680531103555,-0.0015046340245190965,-0.003710795346907465,-0.38134203213006596,1.218437552490668
-0.019476037435167425,-0.04102585469696,-0.011418314636105412,-0.023752621785787797,-0.06673544365719496,-0.08246325279372121
0.07525110879079311,0.1837440208839565,0.049641253442351846,0.11358238638993662,0.13849657505910246,-0.08138225073484567
0.15207255782889087,0.3241589166722681,0.10271701472555704,0.21095342319645685,0.27997519823709766,0.37623511630276646
0.13646024372228213,0.25137426004880686,0.09650078935899503,0.17614214868326605,0.2686022232170787,0.13757767610705376
0.18114120938192643,0.41306467512539796,0.11752526368997601,0.26577607051555185,0.4233772203771047,0.6568713099172219
0.12989924301985306,0.23090501764835225,0.09285751362085945,0.16692388202893907,0.22392098876491076,-0.22400308839787542
0.12436801773994473,0.2812169297165442,0.07273339792296457,0.17032613887177503,0.3606877402331064,0.026507905227236978
0.21088074692792275,0.5275021087892402,0.13263664086670618,0.3342158784210099,0.5117699182297042,-0.23220178708048417
0.0745451999228313,0.1332110061795248,0.052972927955839154,0.09335314548065132,0.11303678827957424,-0.03959455732488884
0.18462087239497346,0.3569401483028175,0.12506223931186236,0.2436558831764318,0.41571947860747305,0.15395865275857298
0.1703309059932395,0.3293586212035334,0.1170978427679535,0.22202434921511144,0.3628614554216198,0.7788749984153756
0.08562477768969293,0.16022356811098312,0.06023844689047947,0.11110925210682798,0.13685930596887352,0.24751472878939773
0.05272885537120382,0.10444767009908766,0.030113829493659254,0.06327065746425353,0.24069570852174244,0.4709535903073885
0.03993985691473945,0.08685311573193055,0.022967429359422323,0.05026399382637185,0.09688986972810597,0.16589509194254948
