1.258691501661385881e-01,-3.185187272609026066e-02,8.685413317314576442e-01
2.561522010267877625e-01,-9.073943904983676478e-02,1.197793891128835719e+00
1.883411407940114302e-01,-3.705672528807033017e-02,6.953299808465509546e-01
2.264889853623587579e-01,-8.542031011435421983e-02,9.857369065070020753e-01
2.226023525424020155e-01,-4.019253904644785186e-02,1.332358200537868465e+00
2.902183179213047581e-01,-9.467332969959664501e-02,1.011772310980989742e+00
-3.949324140182408627e-02,-4.621859052463019035e-02,1.691314596696452677e+00
3.983496850654165145e-01,-5.486294375428611703e-02,1.529868707937892758e+00
2.737419014867689127e-01,-6.340945368095941836e-02,1.012404825464861213e+00
1.203850570162739858e-01,-6.631639828213503618e-02,1.028927889535638185e+00
4.437594420256223415e-01,-9.667245576685751240e-02,1.394106715656041606e+00
1.451045183655148008e-01,-1.184139240899654069e-02,8.154593559328091601e-01
1.338250794155944612e-01,-7.667423821419912244e-02,5.272975850058050362e-01
2.038547042769010276e-01,-4.226376403188856351e-02,1.298822842247694176e+00
2.963414239999682676e-01,-5.354865458952087764e-02,1.745423487915393590e+00
3.205640608329908270e-01,-5.704325432882827868e-02,1.168268935884086313e+00
2.976513085328231223e-01,-6.008342451784351446e-02,1.263147323983120351e+00
3.624376168392635100e-01,-1.123722594327919433e-02,6.190118870524622396e-01
2.877538865755677744e-01,-5.621018843587250596e-02,5.154643500400317713e-01
3.196890074652438130e-01,-1.571301731155480552e-02,1.089953965756338183e+00
7.986512281344967934e-02,-3.966449750923564666e-02,1.188647004910416971e+00
4.451241383470261881e-01,-7.773475491812223415e-02,9.031448480630835940e-01
3.234878327471030213e-01,-2.518973062976743310e-02,4.191730011444932957e-01
2.784827123095660051e-01,-3.943870399122034742e-02,4.953066657858867794e-01
1.745312217676052435e-01,-3.998766970138795118e-02,1.759402419044420629e+00
8.923209957604055775e-02,-2.711144104735346144e-02,8.121395729028519916e-01
2.561522010267877625e-01,-9.073943904983676478e-02,1.197793891128835719e+00
2.397938896002610176e-01,-4.221984870805123302e-02,6.346879392691822108e-01
2.264889853623587579e-01,-8.542031011435421983e-02,9.857369065070020753e-01
2.226023525424020155e-01,-4.019253904644785186e-02,1.332358200537868465e+00
1.948904050599768178e-01,-1.297699080801563432e-01,5.550218833548180575e-01
-3.918460933298117954e-03,-4.478802793205063221e-02,1.535798411134811525e+00
3.983496850654165145e-01,-5.486294375428611703e-02,1.529868707937892758e+00
2.597633826300536630e-01,-6.436820237817626744e-02,9.543556536468509321e-01
1.203850570162739858e-01,-6.631639828213503618e-02,1.028927889535638185e+00
4.437594420256223415e-01,-9.667245576685751240e-02,1.394106715656041606e+00
1.451045183655148008e-01,-1.184139240899654069e-02,8.154593559328091601e-01
1.338250794155944612e-01,-7.667423821419912244e-02,5.272975850058050362e-01
1.872385024683803634e-01,-3.365946332138108898e-02,1.162114079358117502e+00
3.306698584626722726e-01,-6.359066032481205943e-02,1.663614256223951759e+00
3.205640608329908270e-01,-5.704325432882827868e-02,1.168268935884086313e+00
2.949531402206953534e-01,-5.902752906275450517e-02,1.059319042585877613e+00
3.624376168392635100e-01,-1.123722594327919433e-02,6.190118870524622396e-01
2.877538865755677744e-01,-5.621018843587250596e-02,5.154643500400317713e-01
3.097592317431140385e-01,-2.743843416606246699e-02,1.106807602771874288e+00
