snid,mean0,sigma0,weight0,mean1,sigma1,weight1,mean2,sigma2,weight2
762,7.152560393993625,1.4699179174578403,0.2678672617741847,1.65783040746606,0.6685897868694516,0.26632992078114837,9.072796815597458,0.8052902613107643,0.46580281744466556
1032,9.842025195704933,0.7742903041807198,0.44935896019046495,1.7612102250536643,0.7018555309965747,0.2979210638381413,7.937886892131126,1.5282333857128019,0.25271997597139345
1371,7.705137884815061,0.797018152725027,0.4176388377202765,9.074566781556817,0.8255826696214994,0.38731033737967147,6.221874414799752,1.279155074529399,0.19505082490005457
1794,1.415128824377772,0.3400077301468431,0.47139853980023827,3.589455311836378,0.6819817898134081,0.1795208977046712,2.370989387578907,0.4345374276714039,0.3490805624950921
2372,5.47832955241734,1.335830361239773,0.3199819659609265,7.761183246574887,1.1983875095228134,0.288665858966738,2.223098673184928,0.6496321912897889,0.39135217507232767
2440,2.868905914450721,0.518360634630621,0.1578526072973003,4.532605639368309,0.3189277642322849,0.5110566416956306,3.848991966939881,0.360450710129084,0.3310907510070686
3087,2.6680442492031844,0.45426420623307295,0.3468302188058653,1.6479752984965468,0.3892575452757793,0.41302665394834714,3.9316721905530816,0.5813216623592031,0.24014312724578335
3317,4.140252177771779,0.7497346281116904,0.3607666131641884,5.752774459259301,0.8350049078205724,0.3853217955686022,2.22841489654537,0.8061065001475073,0.2539115912672033
3592,1.8090789607883406,0.463887847205923,0.5155263245468064,4.711520649780877,1.1512792220886994,0.1739163336450932,3.0951719420727914,0.643705653530102,0.3105573418081011
3674,7.090610579881455,1.2556324522786277,0.3145911573991785,8.958462207710102,0.8459554709176658,0.4550480038200753,1.6723582624468072,0.6886518984856392,0.2303608387807402
3901,1.3449153934135498,0.21505507373130806,0.34690167655530274,0.9942739179570895,0.1444004535112629,0.400386171859202,1.5832281630117295,0.3792181270606361,0.2527121515854833
4019,3.1940011720971984,0.7686109624586789,0.3679461723727023,4.903969069293526,0.6922155397422548,0.42942322263055377,6.445908194049357,0.9483581325999748,0.2026306049967423
