corr,rcorr,slope,intercept
-0.0026782442123946554,-0.040220298443322346,-0.0002257804488510224,0.05610999308725945
-0.06318757643091344,-0.06860577548331646,-0.0057179262442801845,0.05610999308725945
-0.2851480375680559,-0.30465759311510815,-0.021819903023320476,0.05610999308725945
-0.4383484741860729,-0.4082476208785927,-0.03128658501477781,0.05610999308725945
-0.2556465563203766,-0.24962821810450603,-0.020842421174736017,0.05610999308725945
-0.17008406596158296,-0.21060101441326312,-0.014314177744857279,0.05610999308725945
-0.33655876849805605,-0.3433455281564707,-0.023899578506380154,0.05610999308725945
-0.16299129108332075,-0.1921334909047729,-0.014492866318224844,0.05610999308725945
-0.32376653933387267,-0.34242950280179363,-0.024071333091476865,0.05610999308725945
-0.15896097013268853,-0.15387529615325896,-0.01211230927562796,0.05610999308725945
-0.2738456200870922,-0.3299557254411906,-0.022638256169195313,0.05610999308725945
-0.2882232179571152,-0.3268570717722829,-0.019290912183899653,0.05610999308725945
-0.3338992955170109,-0.29231952321445737,-0.024736310934447017,0.05610999308725945
-0.36740558446994065,-0.321112122634308,-0.0230143772397275,0.05610999308725945
-0.16274211435216246,-0.1650485436893204,-0.013666600325383185,0.05610999308725945
-0.26042584427136856,-0.2906797247400354,-0.0184448786594674,0.05610999308725945
-0.3151481269701456,-0.2697807759074023,-0.024911431870630496,0.05610999308725945
-0.30969943714809384,-0.2989352618871253,-0.02118205702833297,0.05610999308725945
-0.30974191582384275,-0.28988809789031444,-0.026258453686699244,0.05610999308725945
-0.22464618226469943,-0.2716580624367405,-0.019526026144151973,0.05610999308725945
-0.31221727648899456,-0.3230346449836303,-0.025473978883764646,0.05610999308725945
-0.15152201666124257,-0.06468156809969974,-0.011640261078191461,0.05610999308725945
-0.2496654557802384,-0.24663134503056247,-0.01773326619894879,0.05610999308725945
-0.28540135387272425,-0.2669987729783829,-0.01985546654897899,0.05610999308725945
-0.35673439495689746,-0.37392494246569147,-0.027973590575908515,0.05610999308725945
-0.3123000528625658,-0.28129329209334414,-0.02450084165194821,0.05610999308725945
-0.3427738414900307,-0.32476491509802036,-0.025931241030453158,0.05610999308725945
-0.3334847503079692,-0.3151183764864207,-0.023696121949860465,0.05610999308725945
-0.3144795041756216,-0.2767923280049307,-0.022958931046746622,0.05610999308725945
-0.15885377280128016,-0.15231466036380908,-0.012809527481356966,0.05610999308725945
-0.2720098626454489,-0.31238160937738546,-0.023287985621918347,0.05610999308725945
-0.29178126383606284,-0.28081831598351154,-0.019333848714147256,0.05610999308725945
-0.15716326751854967,-0.20138421609151205,-0.010822458444672046,0.05610999308725945
-0.30003282861639485,-0.25939915522106183,-0.025054382137265293,0.05610999308725945
-0.247655772924823,-0.28055821001860326,-0.0239901302934601,0.05610999308725945
-0.30577659346131547,-0.3195741047548501,-0.021802812893519492,0.05610999308725945
-0.24221470396341743,-0.28037726673866703,-0.02204531487711918,0.05610999308725945
-0.25468868438662046,-0.26101633578549177,-0.01785190303570837,0.05610999308725945
-0.24624640598263847,-0.2147853277617882,-0.021872221868217995,0.05610999308725945
-0.3863395543710566,-0.3257940300026576,-0.027439771466749332,0.05610999308725945
-0.2333468640379412,-0.2167191590661065,-0.019670867005175872,0.05610999308725945
-0.07130547182736666,-0.1512516185941838,-0.0048249176704735835,0.05610999308725945
-0.3521977073917495,-0.3159778570661178,-0.028788803521952573,0.05610999308725945
-0.23998907838808353,-0.23367128260513087,-0.022434718372292484,0.05610999308725945
-0.2646134506862956,-0.2880108113609762,-0.024686718248453227,0.05610999308725945
-0.11153839719106548,-0.16443786011953565,-0.008237143731157874,0.05610999308725945
-0.19327730372319443,-0.1567930065422305,-0.016432082346415446,0.05610999308725945
-0.37928079113663016,-0.4025592165155979,-0.029758652804776853,0.05610999308725945
-0.19606222188307137,-0.22947566030160985,-0.015006044975416966,0.05610999308725945
-0.3205972934944013,-0.27601201011020576,-0.022168003024688437,0.05610999308725945
-0.30368294622917447,-0.33027237618107896,-0.02502783601650367,0.05610999308725945
-0.23117376902285605,-0.1966683818581744,-0.01710578120476961,0.05610999308725945
-0.2634745003866212,-0.28037726673866703,-0.02087550694970233,0.05610999308725945
-0.3138331256192083,-0.31908781969002153,-0.022513980319825832,0.05610999308725945
-0.2331721990740982,-0.2426958286919497,-0.01690023765151079,0.05610999308725945
-0.1832077681532879,-0.2328570378454179,-0.011503625109994224,0.05610999308725945
-0.2269335899304555,-0.22131059479448803,-0.01864365005360555,0.05610999308725945
